ITEM NAME,QUANTITY,VENDOR,MONTH,YEAR,CATEGORY
VACCUM  SUCTION SET(RAMSON),23,LAALITHYAM HOSPITALS PVT LTD,December,2024,Radiology
VASOCAN INJ,140,HEALTH PHARMA,December,2024,Pharmaceuticals
VEIN O LINE 10 CM(ROMSONS),204,LAALITHYAM HOSPITALS PVT LTD,December,2024,Miscellaneous
VELOZ-IT CAP,310,KRISHNA PHARMACEUTICAL DISTRIBUTORS,December,2024,Pharmaceuticals
VELSOFT CREPE BANDGE 4INCH,20,R&R SURGICALS,December,2024,Miscellaneous
VELSOFT CREPE BANDGE 6 INCH,50,R&R SURGICALS,December,2024,Miscellaneous
VENFLON  18G,1,LAALITHYAM HOSPITALS PVT LTD,December,2024,Miscellaneous
VENFLON 22G BD,10,LAALITHYAM HOSPITALS PVT LTD,December,2024,Miscellaneous
VENFLON 24,1,LAALITHYAM HOSPITALS PVT LTD,December,2024,Miscellaneous
VENTILATOR CIRCUIT ADULT,10,R&R SURGICALS,December,2024,Respiratory
VENUSIA MAX LOTION,5,KRISHNA PHARMACEUTICAL DISTRIBUTORS,December,2024,Dermatology
VERTIN 8MG TAB,45,VEER HEALTH CARE,December,2024,Pharmaceuticals
VERTIN-16MG TAB,60,VEER HEALTH CARE,December,2024,Pharmaceuticals
VOLIBO 0.2MG TABLET,75,VEER HEALTH CARE,December,2024,Pharmaceuticals
VOLIBO 0.3 TAB,50,VEER HEALTH CARE,December,2024,Pharmaceuticals
VOLINI SPRAY 40GM,13,SUMAN AGENCIES HYD PRIVATE LIMITED,December,2024,Miscellaneous
VOMINON 2ML INJ,451,LAALITHYAM HOSPITALS PVT LTD,December,2024,Pharmaceuticals
VORISPORE 200MG,28,SRI LAXMII AGENCIES,December,2024,Pharmaceuticals
VOVERAN-SR 75 MG TABLET,100,SUMAN AGENCIES HYD PRIVATE LIMITED,December,2024,Pharmaceuticals
VPRESS INJ 1 ML,50,HEALTH PHARMA,December,2024,Pharmaceuticals
WATER FOR INJECTION,13,LAALITHYAM HOSPITALS PVT LTD,December,2024,Pharmaceuticals
WELLMICRO-LBR DROPS,2,LAALITHYAM HOSPITALS PVT LTD,December,2024,Pharmaceuticals
WINOLOP EYE DROP,5,VEER HEALTH CARE,December,2024,Miscellaneous
ZANDUBALM,2,GENERIC MEDICAL STORE,December,2024,Miscellaneous
ZERODOL SP TABLET,50,VEER HEALTH CARE,December,2024,Pharmaceuticals
ZINCONIA SYP 100ML,1,LAALITHYAM HOSPITALS PVT LTD,December,2024,Pharmaceuticals
ZOVIRAX 400MG TABLET,30,VEER HEALTH CARE,December,2024,Pharmaceuticals
2.7/3.5MM LCP LATERAL DISTAL FIBULA PLATE,1,SHREE MITHRA SURGICALS,February,2025,Ortho
4.0MM CANULATED CANCELOUS SCREWS  60MM,2,SHREE MITHRA SURGICALS,February,2025,Ortho
5.0/6.5MM LCP PROXIMAL FEMUR PLATE -RIGHT SIDE,1,SHREE MITHRA SURGICALS,February,2025,Ortho
6.5MM CANNULATED CANCELLOUS SCREWS 26MM THREDED 17MM,1,SHREE MITHRA SURGICALS,February,2025,Ortho
ADULT DIPERS-XL,480,R&R SURGICALS,February,2025,Miscellaneous
ALBUREL 20% (RELIANCE),10,SUMAN SPECIALTIES,February,2025,Pharmaceuticals
AMIDON,1,LAALITHYAM HOSPITALS PVT LTD,February,2025,Miscellaneous
AMIKAMAC 500MG,4,LAALITHYAM HOSPITALS PVT LTD,February,2025,Pharmaceuticals
AMLONG-- 5MG,310,LAALITHYAM HOSPITALS PVT LTD,February,2025,Pharmaceuticals
ANAWIN- 0.25 % INJ,10,HEALTH PHARMA,February,2025,Pharmaceuticals
ANAWIN 0.5 MG INJ 20 ML,18,HEALTH PHARMA,February,2025,Pharmaceuticals
ANAWIN HEAVY INJ,27,LAALITHYAM HOSPITALS PVT LTD,February,2025,Pharmaceuticals
ANXOZAP 15 MG TAB,160,KRISHNA PHARMACEUTICAL DISTRIBUTORS,February,2025,Pharmaceuticals
APRON  PLASTIC,4,LAALITHYAM HOSPITALS PVT LTD,February,2025,General/Consumables
APTIVATE SYRUP,6,KRISHNA PHARMACEUTICAL DISTRIBUTORS,February,2025,Pharmaceuticals
ARDIOXONE 1GM INJ (CEFRTIAXONE),2,LAALITHYAM HOSPITALS PVT LTD,February,2025,Pharmaceuticals
ARDIOXONE-500MG INJ (CEFTRIAXONE),6,LAALITHYAM HOSPITALS PVT LTD,February,2025,Pharmaceuticals
ARGIMUNE  SACHET,50,LAALITHYAM HOSPITALS PVT LTD,February,2025,Miscellaneous
ARMADA 14 2.5*120,1,SRISAI AGENCIES,February,2025,Miscellaneous
ARNISAC 100MG,56,KRISHNA PHARMACEUTICAL DISTRIBUTORS,February,2025,Pharmaceuticals
ARNISAC 50 MG TAB,84,KRISHNA PHARMACEUTICAL DISTRIBUTORS,February,2025,Pharmaceuticals
ARTACIL 25MG INJ,145,HEALTH PHARMA,February,2025,Pharmaceuticals
ASAHI ASTATO XS 20*300CM GUIDE WIRE,1,M/S SL ENTERPRISES,February,2025,Cardiology
ASEPTO PUMP,10,R&R SURGICALS,February,2025,General/Consumables
ASTHALIN RESPULES,160,LAALITHYAM HOSPITALS PVT LTD,February,2025,Miscellaneous
ATCHOL 20MG,90,KRISHNA PHARMACEUTICAL DISTRIBUTORS,February,2025,Pharmaceuticals
ATCHOL 40MG,90,KRISHNA PHARMACEUTICAL DISTRIBUTORS,February,2025,Pharmaceuticals
ATOCOR 80MG TAB,140,KRISHNA PHARMACEUTICAL DISTRIBUTORS,February,2025,Pharmaceuticals
ATORFIT CV 10 MG TAB,150,KRISHNA PHARMACEUTICAL DISTRIBUTORS,February,2025,Pharmaceuticals
ATROMAC (TROPINE INJ),1,LAALITHYAM HOSPITALS PVT LTD,February,2025,Ortho
AVIL 2 ML INJ,30,HEALTH PHARMA,February,2025,Pharmaceuticals
BAIN CIRCUIT ADULT,6,R&R SURGICALS,February,2025,Anaesthesia
BETT 0.05 ML INJ,120,KRISHNA PHARMACEUTICAL DISTRIBUTORS,February,2025,Pharmaceuticals
BEVAC 1ML INJ,1,LAALITHYAM HOSPITALS PVT LTD,February,2025,Pharmaceuticals
BIO D3 CAPS,10,LAALITHYAM HOSPITALS PVT LTD,February,2025,Pharmaceuticals
BIO D3 MAX,90,KRISHNA PHARMACEUTICAL DISTRIBUTORS,February,2025,Miscellaneous
BLUEPERC 8NO TRACHEOSTOMY TUBE,1,SRIANJANEYA HEALTH CARE,February,2025,Respiratory
BMW GUIDE WIRE 0.014*190CM,3,CARDIO VISION,February,2025,Cardiology
BUDENAZ 0.5MG RESPULS,600,KUMAR MEDINEEDS,February,2025,Pharmaceuticals
BUFFET CAPS (M),600,R&R SURGICALS,February,2025,Pharmaceuticals
BUPRIGESIC 1 ML INJ,2,LAALITHYAM HOSPITALS PVT LTD,February,2025,Pharmaceuticals
BUPRIGESIC-2ML BUPRIGESIC-2ML INJ,20,HEALTH PHARMA,February,2025,Pharmaceuticals
BUSCOGAST INJ,51,LAALITHYAM HOSPITALS PVT LTD,February,2025,Pharmaceuticals
BUSCOGAST TABLET,160,KRISHNA PHARMACEUTICAL DISTRIBUTORS,February,2025,Pharmaceuticals
CABOPROST 125 MG INJ,2,LAALITHYAM HOSPITALS PVT LTD,February,2025,Pharmaceuticals
CACA-K27 CAPS,1000,V K MEDICALS,February,2025,Pharmaceuticals
CALCEL -D3,1500,V K MEDICALS,February,2025,Miscellaneous
CALPOL500MG TAB,150,KRISHNA PHARMACEUTICAL DISTRIBUTORS,February,2025,Pharmaceuticals
CANSOFT-CL VAGINAL SUPPOSITORIES,3,LAALITHYAM HOSPITALS PVT LTD,February,2025,Miscellaneous
CARDIVAS-3.125TABS,100,KRISHNA PHARMACEUTICAL DISTRIBUTORS,February,2025,Pharmaceuticals
CELFROM -1GM INJ,386,V K MEDICALS,February,2025,Pharmaceuticals
CEPER-SB FORTE 1.5GM,283,LAALITHYAM HOSPITALS PVT LTD,February,2025,Miscellaneous
CEPER-SB FORTE INJ L,1,LAALITHYAM HOSPITALS PVT LTD,February,2025,Pharmaceuticals
CEPIME-T-2.25 MG INJ (CEFE+TAZO),66,LAALITHYAM HOSPITALS PVT LTD,February,2025,Pharmaceuticals
CHEST DRAINAGE CATHETER. 28G,4,R&R SURGICALS,February,2025,Surgical
CHYMORAL FORTE TAB,420,KRISHNA PHARMACEUTICAL DISTRIBUTORS,February,2025,Pharmaceuticals
CIDEX  5LT HOSPAL G,2,HEALTH PHARMA,February,2025,Miscellaneous
CILAMET XL 10/ 25MG TAB,400,KRISHNA PHARMACEUTICAL DISTRIBUTORS,February,2025,Pharmaceuticals
CILAMET XL 10/50MG TAB,200,KRISHNA PHARMACEUTICAL DISTRIBUTORS,February,2025,Pharmaceuticals
CLOPITAB 75 MG TAB,300,KRISHNA PHARMACEUTICAL DISTRIBUTORS,February,2025,Pharmaceuticals
CLOPITAB A 75 TAB,345,KRISHNA PHARMACEUTICAL DISTRIBUTORS,February,2025,Pharmaceuticals
CLR 23 CLINICEL,4,HEALTH PHARMA,February,2025,Miscellaneous
COLIMISTA 1MU SAMARTH,8,LAALITHYAM HOSPITALS PVT LTD,February,2025,Pharmaceuticals
COMBIFLAM.TAB,120,KRISHNA PHARMACEUTICAL DISTRIBUTORS,February,2025,Pharmaceuticals
COMMAND ES 300CM,1,CARDIO VISION,February,2025,Miscellaneous
COTTON 500 GM,11,R&R SURGICALS,February,2025,General/Consumables
CRANIOTOMY DRAPE KIT,2,RAMAKRISHNA MEDICAL AND SURGICALS,February,2025,Surgical
CUTAPREP 7.5%(500ML),14,HEALTH PHARMA,February,2025,Pharmaceuticals
CUTAPREP PV 5%100ML,14,HEALTH PHARMA,February,2025,Pharmaceuticals
CUTAPREP PVP 5% 500 ML,15,HEALTH PHARMA,February,2025,Pharmaceuticals
CYCLOPAM SYP 60ML,1,LAALITHYAM HOSPITALS PVT LTD,February,2025,Pharmaceuticals
DAFLON 500MG TAB,200,KRISHNA PHARMACEUTICAL DISTRIBUTORS,February,2025,Pharmaceuticals
DALACINE C 300MG TAB,60,KRISHNA PHARMACEUTICAL DISTRIBUTORS,February,2025,Pharmaceuticals
DEBRIDACE OINTMENT,6,KRISHNA PHARMACEUTICAL DISTRIBUTORS,February,2025,Dermatology
DECA DURABOLIN 100 MG,5,KRISHNA PHARMACEUTICAL DISTRIBUTORS,February,2025,Pharmaceuticals
DECA DURABOLIN 25MG,5,KRISHNA PHARMACEUTICAL DISTRIBUTORS,February,2025,Pharmaceuticals
DEPIN-5MG CAP,60,KRISHNA PHARMACEUTICAL DISTRIBUTORS,February,2025,Ortho
DICSO AQ INJ,204,LAALITHYAM HOSPITALS PVT LTD,February,2025,Pharmaceuticals
DILNIP  10MG TAB,152,KRISHNA PHARMACEUTICAL DISTRIBUTORS,February,2025,Pharmaceuticals
DILNIP 10MG,120,KRISHNA PHARMACEUTICAL DISTRIBUTORS,February,2025,Pharmaceuticals
DISPOVAN NEEDLE 18 G,200,R&R SURGICALS,February,2025,General/Consumables
DJ STENT 3.8FR  26CM,5,R&R SURGICALS,February,2025,Cardiology
DNS 500 ML,4,LAALITHYAM HOSPITALS PVT LTD,February,2025,Pharmaceuticals
DNS 500 ML (STERIDRIP),102,LAALITHYAM HOSPITALS PVT LTD,February,2025,Pharmaceuticals
DOXYRED INJ,270,V K MEDICALS,February,2025,Pharmaceuticals
DROTIN INJECTION,5,LAALITHYAM HOSPITALS PVT LTD,February,2025,Pharmaceuticals
DULCOLAX SUPPOSITORY ADULT,1,LAALITHYAM HOSPITALS PVT LTD,February,2025,Miscellaneous
DUPHALAC   SYP,17,LAALITHYAM HOSPITALS PVT LTD,February,2025,Miscellaneous
DUPHALAC 250ML SYP,16,KRISHNA PHARMACEUTICAL DISTRIBUTORS,February,2025,Pharmaceuticals
DUPHALAC SYRUP 450ML,5,SUMAN AGENCIES HYD PRIVATE LIMITED,February,2025,Pharmaceuticals
DYNA POP 10CMS 4INCH,48,R&R SURGICALS,February,2025,Miscellaneous
DYNA POP 6 INCH,48,R&R SURGICALS,February,2025,Miscellaneous
DYNAPLASTER 10CM (MEDIGRIP),30,R&R SURGICALS,February,2025,Miscellaneous
DYTOR - 20 MG,90,KRISHNA PHARMACEUTICAL DISTRIBUTORS,February,2025,Pharmaceuticals
DYTOR PLUS 10 MG TAB,150,KRISHNA PHARMACEUTICAL DISTRIBUTORS,February,2025,Pharmaceuticals
DYTOR-10MG.TAB,150,KRISHNA PHARMACEUTICAL DISTRIBUTORS,February,2025,Pharmaceuticals
ECG ELECTRODES,28,LAALITHYAM HOSPITALS PVT LTD,February,2025,Radiology
ECOSPRIN AV150/20MG CAP,100,KRISHNA PHARMACEUTICAL DISTRIBUTORS,February,2025,Pharmaceuticals
ECOSPRIN AV75/10 MG TAB,150,KRISHNA PHARMACEUTICAL DISTRIBUTORS,February,2025,Pharmaceuticals
ELECTRAL (ORANGE) BIG POWDER,64,SUMAN AGENCIES HYD PRIVATE LIMITED,February,2025,Radiology
ELECTRAL POWDER BIG,64,SUMAN AGENCIES HYD PRIVATE LIMITED,February,2025,Radiology
ELTROXIN 50 MCG TAB,24,KRISHNA PHARMACEUTICAL DISTRIBUTORS,February,2025,Pharmaceuticals
ENCORATE CHRONO-500 MG TAB,50,KRISHNA PHARMACEUTICAL DISTRIBUTORS,February,2025,Pharmaceuticals
ENCORE GLOVES NO.7.0,50,R&R SURGICALS,February,2025,Surgical
ENCORE GLOVES NO.7.5,50,R&R SURGICALS,February,2025,Surgical
ENCORE ORTHOPAEDIC GLOVE 7.0,50,R&R SURGICALS,February,2025,Ortho
ENSURE-DIABETIC CARE-POWDER,3,KRISHNA PHARMACEUTICAL DISTRIBUTORS,February,2025,Miscellaneous
ENZAR - HS CAP,50,KRISHNA PHARMACEUTICAL DISTRIBUTORS,February,2025,Pharmaceuticals
ENZAR FORTE CAP,150,KRISHNA PHARMACEUTICAL DISTRIBUTORS,February,2025,Pharmaceuticals
ENZOMAC CM POWDER,23,NARAYANI PHARMA,February,2025,Miscellaneous
EPIDOSIN INJ,4,LAALITHYAM HOSPITALS PVT LTD,February,2025,Pharmaceuticals
EPSOLIN-2ML INJ,27,LAALITHYAM HOSPITALS PVT LTD,February,2025,Pharmaceuticals
ET TUBE 7.5 CUFFED,21,LAALITHYAM HOSPITALS PVT LTD,February,2025,Miscellaneous
EVATOCIN 1 ML INJ,10,LAALITHYAM HOSPITALS PVT LTD,February,2025,Pharmaceuticals
EVERMINE 50 EVEROLIMUS ELUTING CORONARY SYSTEM SIZE 2.75*29,1,CARDIO VISION,February,2025,Cardiology
EXAMINATION GLOVES,4054,LAALITHYAM HOSPITALS PVT LTD,February,2025,Surgical
FACE MASK (ELASTIC),12,LAALITHYAM HOSPITALS PVT LTD,February,2025,Respiratory
FEMORAL SHEATH 6F(CORDIS),5,CARDIO VISION,February,2025,Cardiology
FEMORAL SHEATH 7FR (CORDIS),5,CARDIO VISION,February,2025,Cardiology
FENSPAR 12.5MCG PATCH,6,ANVIKA PHARMA,February,2025,Miscellaneous
FENSPAR 50MCG/HR,6,ANVIKA PHARMA,February,2025,Miscellaneous
FEPANIL 120 SYRUP,1,LAALITHYAM HOSPITALS PVT LTD,February,2025,Pharmaceuticals
FEPANIL 250LIQ,1,LAALITHYAM HOSPITALS PVT LTD,February,2025,Miscellaneous
FEPANIL 500MG SYP,1,LAALITHYAM HOSPITALS PVT LTD,February,2025,Pharmaceuticals
FLAMINGO CREPE 6IN,2,LAALITHYAM HOSPITALS PVT LTD,February,2025,Miscellaneous
FLEXURA-- D.TAB,90,KRISHNA PHARMACEUTICAL DISTRIBUTORS,February,2025,Pharmaceuticals
FLUVIR 75 MG CAP,100,KRISHNA PHARMACEUTICAL DISTRIBUTORS,February,2025,Pharmaceuticals
FOLEYS CATHETER 14 G SILICON,10,R&R SURGICALS,February,2025,Urology
FOLEYS CATHETER. 10G,2,LAALITHYAM HOSPITALS PVT LTD,February,2025,Urology
FOLEYS CATHETER. 14G,100,R&R SURGICALS,February,2025,Urology
FOLINEXT D,30,LAALITHYAM HOSPITALS PVT LTD,February,2025,Miscellaneous
FONDAZEST 2.5 MG/0.5ML INJ,22,HEALTH PHARMA,February,2025,Pharmaceuticals
FORACORT 200 INHALER,3,KRISHNA PHARMACEUTICAL DISTRIBUTORS,February,2025,Respiratory
FORACORT SYNCHROBREATHE 200 MCG INHALER,3,KRISHNA PHARMACEUTICAL DISTRIBUTORS,February,2025,Respiratory
FORACORT-0.5MG/2ML RESPULES,60,KRISHNA PHARMACEUTICAL DISTRIBUTORS,February,2025,Pharmaceuticals
GABAPIN 100MG TAB,90,KRISHNA PHARMACEUTICAL DISTRIBUTORS,February,2025,Ortho
GABAPIN NT 100,60,KRISHNA PHARMACEUTICAL DISTRIBUTORS,February,2025,Ortho
GAUZE BMT 100 CM X 18 MTR,35,R&R SURGICALS,February,2025,General/Consumables
GELSPON(AQGEL),2,LAALITHYAM HOSPITALS PVT LTD,February,2025,Dermatology
GEMER 3MG TABLET,30,KRISHNA PHARMACEUTICAL DISTRIBUTORS,February,2025,Pharmaceuticals
GLOVE  6.5,131,LAALITHYAM HOSPITALS PVT LTD,February,2025,Surgical
GLOVE 6 NO,76,LAALITHYAM HOSPITALS PVT LTD,February,2025,Surgical
GLOVE 7.0,359,R&R SURGICALS,February,2025,Surgical
GLOVE 7.5,252,LAALITHYAM HOSPITALS PVT LTD,February,2025,Surgical
HCQS.TAB,300,KRISHNA PHARMACEUTICAL DISTRIBUTORS,February,2025,Pharmaceuticals
HD-CORT-100MG,1,LAALITHYAM HOSPITALS PVT LTD,February,2025,Pharmaceuticals
HEAD CAPS (F),612,LAALITHYAM HOSPITALS PVT LTD,February,2025,Pharmaceuticals
HEMODIALYSIS TRIPLE LUMEN CATHETER,10,R&R SURGICALS,February,2025,Urology
HEPA CAREE 10ML INJ,216,V K MEDICALS,February,2025,Pharmaceuticals
HERBERT TITANIUM SCREWS 45MM,1,SHREE MITHRA SURGICALS,February,2025,Ortho
HERBERT TITANIUM SCREWS 50MM,1,SHREE MITHRA SURGICALS,February,2025,Ortho
HEXIDINE M/W 80ML,30,KRISHNA PHARMACEUTICAL DISTRIBUTORS,February,2025,Pharmaceuticals
HOSPAL MI PLUS 1L,4,LAALITHYAM HOSPITALS PVT LTD,February,2025,Miscellaneous
HUMAN ACTRAPID 40 IU INJ,10,KRISHNA PHARMACEUTICAL DISTRIBUTORS,February,2025,Pharmaceuticals
HUMAN MIXTARD 40 IU INJ,20,KRISHNA PHARMACEUTICAL DISTRIBUTORS,February,2025,Pharmaceuticals
IBUGESIC-PLUS SYRUP 100ML,1,LAALITHYAM HOSPITALS PVT LTD,February,2025,Pharmaceuticals
INJEK 10MG/1ML AMP,50,HEALTH PHARMA,February,2025,Pharmaceuticals
INTRA CATH  22G,1,LAALITHYAM HOSPITALS PVT LTD,February,2025,Miscellaneous
INTRA CATH 20G,2,LAALITHYAM HOSPITALS PVT LTD,February,2025,Miscellaneous
INTRODUCER NEEDLE (IBM)18G,50,CARDIO VISION,February,2025,General/Consumables
IPRAX LMOL (DUOLIN) RESP,600,KUMAR MEDINEEDS,February,2025,Miscellaneous
IV SET,1,LAALITHYAM HOSPITALS PVT LTD,February,2025,General/Consumables
IV SET (ROMSONS),301,R&R SURGICALS,February,2025,General/Consumables
K-BIND POWDER,29,KRISHNA PHARMACEUTICAL DISTRIBUTORS,February,2025,Miscellaneous
LACOSET 100MG,40,KRISHNA PHARMACEUTICAL DISTRIBUTORS,February,2025,Pharmaceuticals
LACOSET 20 ML INJ,10,KRISHNA PHARMACEUTICAL DISTRIBUTORS,February,2025,Pharmaceuticals
LACOSET 200MG,30,KRISHNA PHARMACEUTICAL DISTRIBUTORS,February,2025,Pharmaceuticals
LACOSET 50 MG TAB,40,KRISHNA PHARMACEUTICAL DISTRIBUTORS,February,2025,Pharmaceuticals
LACOTIDE 20ML INJ,3,EVYA PHARMACY,February,2025,Pharmaceuticals
LACTIFIBER-90 GM,4,KRISHNA PHARMACEUTICAL DISTRIBUTORS,February,2025,Radiology
LASIX-4ML,143,LAALITHYAM HOSPITALS PVT LTD,February,2025,Pharmaceuticals
LESURIDE 25 MG INJ,20,KRISHNA PHARMACEUTICAL DISTRIBUTORS,February,2025,Pharmaceuticals
LIVOGEN TAB,15,LAALITHYAM HOSPITALS PVT LTD,February,2025,Pharmaceuticals
LOBUN FORTE,110,KRISHNA PHARMACEUTICAL DISTRIBUTORS,February,2025,Miscellaneous
LOOZ ENEMA 275 ML,12,KRISHNA PHARMACEUTICAL DISTRIBUTORS,February,2025,Pharmaceuticals
LOX  2% 30GR GELLY,119,HEALTH PHARMA,February,2025,Dermatology
LOX-2% 30ML INJ,30,HEALTH PHARMA,February,2025,Pharmaceuticals
LOX-2% ADRENALINE INJ,10,HEALTH PHARMA,February,2025,Pharmaceuticals
MACSPACER,6,NARAYANI PHARMA,February,2025,Miscellaneous
MAGNEON 2 ML INJ,250,HEALTH PHARMA,February,2025,Pharmaceuticals
MAROPEN 1 GRM,46,V K MEDICALS,February,2025,Miscellaneous
MAROPEN 1GM INJ,180,V K MEDICALS,February,2025,Pharmaceuticals
MAXTRA.60ML.SYP,1,LAALITHYAM HOSPITALS PVT LTD,February,2025,Pharmaceuticals
MEDIGRIP IV FIX,4,LAALITHYAM HOSPITALS PVT LTD,February,2025,Miscellaneous
MEGAHEAL GEL 15 GM,10,KRISHNA PHARMACEUTICAL DISTRIBUTORS,February,2025,Dermatology
MEM-INJ,2,LAALITHYAM HOSPITALS PVT LTD,February,2025,Pharmaceuticals
MENOPACE ISO,30,LAALITHYAM HOSPITALS PVT LTD,February,2025,Miscellaneous
MEROMAC 1GM,70,NARAYANI PHARMA,February,2025,Miscellaneous
MEROMAC 500MG INJ,5,LAALITHYAM HOSPITALS PVT LTD,February,2025,Pharmaceuticals
MET XL 12.5 TAB,150,KRISHNA PHARMACEUTICAL DISTRIBUTORS,February,2025,Pharmaceuticals
MET XL 25 MG TAB,600,KRISHNA PHARMACEUTICAL DISTRIBUTORS,February,2025,Pharmaceuticals
METRO IV 100 ML,104,KUMAR MEDINEEDS,February,2025,Pharmaceuticals
METROGYL GEL 30 GM,6,KRISHNA PHARMACEUTICAL DISTRIBUTORS,February,2025,Dermatology
METRONIDAZOLE AXAGYL 100ML,200,KUMAR MEDINEEDS,February,2025,Pharmaceuticals
MEZOLAM 10ML (NEON),40,LAALITHYAM HOSPITALS PVT LTD,February,2025,Pharmaceuticals
MEZOLAM 5ML INJ,76,LAALITHYAM HOSPITALS PVT LTD,February,2025,Pharmaceuticals
MIDORISE 2.5MG,60,KRISHNA PHARMACEUTICAL DISTRIBUTORS,February,2025,Pharmaceuticals
MIDORISE 5MG,30,KRISHNA PHARMACEUTICAL DISTRIBUTORS,February,2025,Pharmaceuticals
MOBECURE-GEL 30GMS,60,V K MEDICALS,February,2025,Dermatology
MOPS,15,R&R SURGICALS,February,2025,Miscellaneous
MOPS 30 X 30 CM,60,LAALITHYAM HOSPITALS PVT LTD,February,2025,Miscellaneous
MOVICOL LIQUID SYP,15,KRISHNA PHARMACEUTICAL DISTRIBUTORS,February,2025,Miscellaneous
MUCYST 2 ML INJ,400,HEALTH PHARMA,February,2025,Pharmaceuticals
MULTI-V SOFT GEL CAP,300,V K MEDICALS,February,2025,Dermatology
MYO-PYROLATE INJ,1,LAALITHYAM HOSPITALS PVT LTD,February,2025,Pharmaceuticals
MYORIL-4MG INJ,12,LAALITHYAM HOSPITALS PVT LTD,February,2025,Pharmaceuticals
MYOSPAZ TABLET,100,KRISHNA PHARMACEUTICAL DISTRIBUTORS,February,2025,Pharmaceuticals
NACETAM 200MG 15ML,56,HEALTH PHARMA,February,2025,Pharmaceuticals
NAPROSYN TAB 250MG,75,KRISHNA PHARMACEUTICAL DISTRIBUTORS,February,2025,Pharmaceuticals
NASOCLEAR 20ML NASAL DROPS,2,LAALITHYAM HOSPITALS PVT LTD,February,2025,Pharmaceuticals
NATRISE-15 MG,4,APOLLO PHARMACY,February,2025,Pharmaceuticals
NEBULIZER  MASK (PAED),1,LAALITHYAM HOSPITALS PVT LTD,February,2025,Respiratory
NEOMIZ-200,8,LAALITHYAM HOSPITALS PVT LTD,February,2025,Miscellaneous
NEOMOL IV,3,RAMAKRISHNA MEDICAL AND SURGICALS,February,2025,Miscellaneous
NEOPRATE 100MG,130,HEALTH PHARMA,February,2025,Pharmaceuticals
NEOROF 10ML INJ,11,LAALITHYAM HOSPITALS PVT LTD,February,2025,Pharmaceuticals
NEOROF 20ML INJ,8,HEALTH PHARMA,February,2025,Pharmaceuticals
NERVE-LC TAB,500,V K MEDICALS,February,2025,Pharmaceuticals
NERVICIT 250ML,720,V K MEDICALS,February,2025,Pharmaceuticals
NEXOVAS CH TAB,30,KRISHNA PHARMACEUTICAL DISTRIBUTORS,February,2025,Pharmaceuticals
NICOGLOW 250MG,30,APOLLO PHARMACY,February,2025,Pharmaceuticals
NIFTAS 100 MG TAB,45,KRISHNA PHARMACEUTICAL DISTRIBUTORS,February,2025,Pharmaceuticals
NIKORAN-48MG INJ,6,KRISHNA PHARMACEUTICAL DISTRIBUTORS,February,2025,Pharmaceuticals
NORAD INJ,300,HEALTH PHARMA,February,2025,Pharmaceuticals
NORAD-2ML INJ,350,HEALTH PHARMA,February,2025,Pharmaceuticals
NS   100ML,5,LAALITHYAM HOSPITALS PVT LTD,February,2025,Pharmaceuticals
NS 100 ML,2309,LAALITHYAM HOSPITALS PVT LTD,February,2025,Pharmaceuticals
NS 1000ML,60,KUMAR MEDINEEDS,February,2025,Pharmaceuticals
NS 3% 100 ML,131,KUMAR MEDINEEDS,February,2025,Pharmaceuticals
NS 500 ML,577,KUMAR MEDINEEDS,February,2025,Pharmaceuticals
NS 500 ML (STERIDRIP),252,LAALITHYAM HOSPITALS PVT LTD,February,2025,Pharmaceuticals
OFLOX--200 MG TAB,100,KRISHNA PHARMACEUTICAL DISTRIBUTORS,February,2025,Pharmaceuticals
OMNACORTIL-10 MG TABLETS,200,KRISHNA PHARMACEUTICAL DISTRIBUTORS,February,2025,Pharmaceuticals
OPTINEURON INJ,200,KRISHNA PHARMACEUTICAL DISTRIBUTORS,February,2025,Pharmaceuticals
ORCIBEST 10 MG TAB,90,KRISHNA PHARMACEUTICAL DISTRIBUTORS,February,2025,Pharmaceuticals
ORS APPLE,59,LAALITHYAM HOSPITALS PVT LTD,February,2025,Miscellaneous
ORS orange,54,LAALITHYAM HOSPITALS PVT LTD,February,2025,Miscellaneous
OXYGEN MASK ADULT (RAMSONS FLEXI MASK),20,R&R SURGICALS,February,2025,Respiratory
OXYSET (ADULT),20,R&R SURGICALS,February,2025,Miscellaneous
PANTOCEL 40 INJE,6,LAALITHYAM HOSPITALS PVT LTD,February,2025,Pharmaceuticals
PANTOCEL 40 INJEC,404,LAALITHYAM HOSPITALS PVT LTD,February,2025,Pharmaceuticals
PANTOCID--HP TAB,42,KRISHNA PHARMACEUTICAL DISTRIBUTORS,February,2025,Pharmaceuticals
PANTORED-40TAB,1000,V K MEDICALS,February,2025,Pharmaceuticals
PARAID 100ML IV,304,LAALITHYAM HOSPITALS PVT LTD,February,2025,Pharmaceuticals
PETRIL BETA-10MG TAB,720,KRISHNA PHARMACEUTICAL DISTRIBUTORS,February,2025,Pharmaceuticals
PLETOZ-50MG.TAB,100,KRISHNA PHARMACEUTICAL DISTRIBUTORS,February,2025,Pharmaceuticals
PLUGDOX 100MG INJ,3,RAMAKRISHNA MEDICAL AND SURGICALS,February,2025,Pharmaceuticals
PM LINE 200CMS (ROMSONS),50,R&R SURGICALS,February,2025,Miscellaneous
